"ICD10Code","ICD10Description","Comorbidity"
"T56.894A","Toxic effect of other metals, undetermined, initial encounter","SuicideIdeationOrAttempt"
"T57.0X2A","Toxic effect of arsenic and its compounds, intentional self-harm, initial encounter","SuicideIdeationOrAttempt"
"T57.8X2A","Toxic effect of other specified inorganic substances, intentional self-harm, initial encounter","SuicideIdeationOrAttempt"
"T58.2X2A","Toxic effect of carbon monoxide from incomplete combustion of other domestic fuels, intentional self-harm, initial encounter","SuicideIdeationOrAttempt"
"T58.8X2A","Toxic effect of carbon monoxide from other source, intentional self-harm, initial encounter","SuicideIdeationOrAttempt"
"T58.8X2D","Toxic effect of carbon monoxide from other source, intentional self-harm, subsequent encounter","SuicideIdeationOrAttempt"
"T58.8X2S","Toxic effect of carbon monoxide from other source, intentional self-harm, sequela","SuicideIdeationOrAttempt"
"T58.8X4A","Toxic effect of carbon monoxide from other source, undetermined, initial encounter","SuicideIdeationOrAttempt"
"T58.8X4S","Toxic effect of carbon monoxide from other source, undetermined, sequela","SuicideIdeationOrAttempt"
"T59.2X4A","Toxic effect of formaldehyde, undetermined, initial encounter","SuicideIdeationOrAttempt"
"T59.7X2D","Toxic effect of carbon dioxide, intentional self-harm, subsequent encounter","SuicideIdeationOrAttempt"
"T59.814A","Toxic effect of smoke, undetermined, initial encounter","SuicideIdeationOrAttempt"
"T59.814D","Toxic effect of smoke, undetermined, subsequent encounter","SuicideIdeationOrAttempt"
"T59.892A","Toxic effect of other specified gases, fumes and vapors, intentional self-harm, initial encounter","SuicideIdeationOrAttempt"
"T59.894A","Toxic effect of other specified gases, fumes and vapors, undetermined, initial encounter","SuicideIdeationOrAttempt"
"T59.894D","Toxic effect of other specified gases, fumes and vapors, undetermined, subsequent encounter","SuicideIdeationOrAttempt"
"T59.894S","Toxic effect of other specified gases, fumes and vapors, undetermined, sequela","SuicideIdeationOrAttempt"
"T60.2X4A","Toxic effect of other insecticides, undetermined, initial encounter","SuicideIdeationOrAttempt"
"T60.3X2A","Toxic effect of herbicides and fungicides, intentional self-harm, initial encounter","SuicideIdeationOrAttempt"
"T60.3X4A","Toxic effect of herbicides and fungicides, undetermined, initial encounter","SuicideIdeationOrAttempt"
"T60.4X2A","Toxic effect of rodenticides, intentional self-harm, initial encounter","SuicideIdeationOrAttempt"
"T61.784S","Other shellfish poisoning, undetermined, sequela","SuicideIdeationOrAttempt"
"T62.0X2A","Toxic effect of ingested mushrooms, intentional self-harm, initial encounter","SuicideIdeationOrAttempt"
"T62.0X4A","Toxic effect of ingested mushrooms, undetermined, initial encounter","SuicideIdeationOrAttempt"
"T62.0X4D","Toxic effect of ingested mushrooms, undetermined, subsequent encounter","SuicideIdeationOrAttempt"
"T62.0X4S","Toxic effect of ingested mushrooms, undetermined, sequela","SuicideIdeationOrAttempt"
"T62.8X4A","Toxic effect of other specified noxious substances eaten as food, undetermined, initial encounter","SuicideIdeationOrAttempt"
"T63.004A","Toxic effect of unspecified snake venom, undetermined, initial encounter","SuicideIdeationOrAttempt"
"T63.004S","Toxic effect of unspecified snake venom, undetermined, sequela","SuicideIdeationOrAttempt"
"T63.094D","Toxic effect of venom of other snake, undetermined, subsequent encounter","SuicideIdeationOrAttempt"
"T63.094S","Toxic effect of venom of other snake, undetermined, sequela","SuicideIdeationOrAttempt"
"T63.302A","Toxic effect of unspecified spider venom, intentional self-harm, initial encounter","SuicideIdeationOrAttempt"
"T63.304A","Toxic effect of unspecified spider venom, undetermined, initial encounter","SuicideIdeationOrAttempt"
"T63.304D","Toxic effect of unspecified spider venom, undetermined, subsequent encounter","SuicideIdeationOrAttempt"
"T63.304S","Toxic effect of unspecified spider venom, undetermined, sequela","SuicideIdeationOrAttempt"
"T63.314A","Toxic effect of venom of black widow spider, undetermined, initial encounter","SuicideIdeationOrAttempt"
"T63.334A","Toxic effect of venom of brown recluse spider, undetermined, initial encounter","SuicideIdeationOrAttempt"
"T63.334D","Toxic effect of venom of brown recluse spider, undetermined, subsequent encounter","SuicideIdeationOrAttempt"
"T63.334S","Toxic effect of venom of brown recluse spider, undetermined, sequela","SuicideIdeationOrAttempt"
"T63.394A","Toxic effect of venom of other spider, undetermined, initial encounter","SuicideIdeationOrAttempt"
"T63.394D","Toxic effect of venom of other spider, undetermined, subsequent encounter","SuicideIdeationOrAttempt"
"T63.394S","Toxic effect of venom of other spider, undetermined, sequela","SuicideIdeationOrAttempt"
"T63.424S","Toxic effect of venom of ants, undetermined, sequela","SuicideIdeationOrAttempt"
"T63.444A","Toxic effect of venom of bees, undetermined, initial encounter","SuicideIdeationOrAttempt"
"T63.444D","Toxic effect of venom of bees, undetermined, subsequent encounter","SuicideIdeationOrAttempt"
"T63.444S","Toxic effect of venom of bees, undetermined, sequela","SuicideIdeationOrAttempt"
"T63.454A","Toxic effect of venom of hornets, undetermined, initial encounter","SuicideIdeationOrAttempt"
"T63.454D","Toxic effect of venom of hornets, undetermined, subsequent encounter","SuicideIdeationOrAttempt"
"T63.454S","Toxic effect of venom of hornets, undetermined, sequela","SuicideIdeationOrAttempt"
"T63.464A","Toxic effect of venom of wasps, undetermined, initial encounter","SuicideIdeationOrAttempt"
"T63.464D","Toxic effect of venom of wasps, undetermined, subsequent encounter","SuicideIdeationOrAttempt"
"T63.464S","Toxic effect of venom of wasps, undetermined, sequela","SuicideIdeationOrAttempt"
"T63.484A","Toxic effect of venom of other arthropod, undetermined, initial encounter","SuicideIdeationOrAttempt"
"T63.484D","Toxic effect of venom of other arthropod, undetermined, subsequent encounter","SuicideIdeationOrAttempt"
"T63.484S","Toxic effect of venom of other arthropod, undetermined, sequela","SuicideIdeationOrAttempt"
"T63.514A","Toxic effect of contact with stingray, undetermined, initial encounter","SuicideIdeationOrAttempt"
"T63.894D","Toxic effect of contact with other venomous animals, undetermined, subsequent encounter","SuicideIdeationOrAttempt"
"T65.212D","Toxic effect of chewing tobacco, intentional self-harm, subsequent encounter","SuicideIdeationOrAttempt"
"T65.214A","Toxic effect of chewing tobacco, undetermined, initial encounter","SuicideIdeationOrAttempt"
"T65.214D","Toxic effect of chewing tobacco, undetermined, subsequent encounter","SuicideIdeationOrAttempt"
"T65.214S","Toxic effect of chewing tobacco, undetermined, sequela","SuicideIdeationOrAttempt"
"T65.222A","Toxic effect of tobacco cigarettes, intentional self-harm, initial encounter","SuicideIdeationOrAttempt"
"T65.222D","Toxic effect of tobacco cigarettes, intentional self-harm, subsequent encounter","SuicideIdeationOrAttempt"
"T65.224A","Toxic effect of tobacco cigarettes, undetermined, initial encounter","SuicideIdeationOrAttempt"
"T65.224D","Toxic effect of tobacco cigarettes, undetermined, subsequent encounter","SuicideIdeationOrAttempt"
"T65.224S","Toxic effect of tobacco cigarettes, undetermined, sequela","SuicideIdeationOrAttempt"
"T65.292A","Toxic effect of other tobacco and nicotine, intentional self-harm, initial encounter","SuicideIdeationOrAttempt"
"T65.292S","Toxic effect of other tobacco and nicotine, intentional self-harm, sequela","SuicideIdeationOrAttempt"
"T65.294A","Toxic effect of other tobacco and nicotine, undetermined, initial encounter","SuicideIdeationOrAttempt"
"T65.294D","Toxic effect of other tobacco and nicotine, undetermined, subsequent encounter","SuicideIdeationOrAttempt"
"T65.294S","Toxic effect of other tobacco and nicotine, undetermined, sequela","SuicideIdeationOrAttempt"
"T65.814A","Toxic effect of latex, undetermined, initial encounter","SuicideIdeationOrAttempt"
"T65.814D","Toxic effect of latex, undetermined, subsequent encounter","SuicideIdeationOrAttempt"
"T65.892A","Toxic effect of other specified substances, intentional self-harm, initial encounter","SuicideIdeationOrAttempt"
"T65.894A","Toxic effect of other specified substances, undetermined, initial encounter","SuicideIdeationOrAttempt"
"T65.894S","Toxic effect of other specified substances, undetermined, sequela","SuicideIdeationOrAttempt"
"T71.162A","Asphyxiation due to hanging, intentional self-harm, initial encounter","SuicideIdeationOrAttempt"
"T71.162S","Asphyxiation due to hanging, intentional self-harm, sequela","SuicideIdeationOrAttempt"
"T71.164A","Asphyxiation due to hanging, undetermined, initial encounter","SuicideIdeationOrAttempt"
"X71.0XXA","Intentional self-harm by drowning and submersion while in bathtub, initial encounter","SuicideIdeationOrAttempt"
"X72.XXXA","Intentional self-harm by handgun discharge, initial encounter","SuicideIdeationOrAttempt"
"X72.XXXD","Intentional self-harm by handgun discharge, subsequent encounter","SuicideIdeationOrAttempt"
"X72.XXXS","Intentional self-harm by handgun discharge, sequela","SuicideIdeationOrAttempt"
"X73.0XXA","Intentional self-harm by shotgun discharge, initial encounter","SuicideIdeationOrAttempt"
"X73.0XXD","Intentional self-harm by shotgun discharge, subsequent encounter","SuicideIdeationOrAttempt"
"X73.0XXS","Intentional self-harm by shotgun discharge, sequela","SuicideIdeationOrAttempt"
"X73.2XXA","Intentional self-harm by machine gun discharge, initial encounter","SuicideIdeationOrAttempt"
"X73.2XXD","Intentional self-harm by machine gun discharge, subsequent encounter","SuicideIdeationOrAttempt"
"X73.2XXS","Intentional self-harm by machine gun discharge, sequela","SuicideIdeationOrAttempt"
"X73.9XXA","Intentional self-harm by unspecified larger firearm discharge, initial encounter","SuicideIdeationOrAttempt"
"X73.9XXS","Intentional self-harm by unspecified larger firearm discharge, sequela","SuicideIdeationOrAttempt"
"X74.01XA","Intentional self-harm by airgun, initial encounter","SuicideIdeationOrAttempt"
"X74.02XA","Intentional self-harm by paintball gun, initial encounter","SuicideIdeationOrAttempt"
"X74.8XXA","Intentional self-harm by other firearm discharge, initial encounter","SuicideIdeationOrAttempt"
"X74.8XXS","Intentional self-harm by other firearm discharge, sequela","SuicideIdeationOrAttempt"
"X74.9XXA","Intentional self-harm by unspecified firearm discharge, initial encounter","SuicideIdeationOrAttempt"
"X74.9XXD","Intentional self-harm by unspecified firearm discharge, subsequent encounter","SuicideIdeationOrAttempt"
"X74.9XXS","Intentional self-harm by unspecified firearm discharge, sequela","SuicideIdeationOrAttempt"
"X76.XXXA","Intentional self-harm by smoke, fire and flames, initial encounter","SuicideIdeationOrAttempt"
"X76.XXXD","Intentional self-harm by smoke, fire and flames, subsequent encounter","SuicideIdeationOrAttempt"
"X76.XXXS","Intentional self-harm by smoke, fire and flames, sequela","SuicideIdeationOrAttempt"
"X77.8XXA","Intentional self-harm by other hot objects, initial encounter","SuicideIdeationOrAttempt"
"X77.9XXA","Intentional self-harm by unspecified hot objects, initial encounter","SuicideIdeationOrAttempt"
"X77.9XXS","Intentional self-harm by unspecified hot objects, sequela","SuicideIdeationOrAttempt"
"X78.0XXA","Intentional self-harm by sharp glass, initial encounter","SuicideIdeationOrAttempt"
"X78.0XXS","Intentional self-harm by sharp glass, sequela","SuicideIdeationOrAttempt"
"X78.1XXA","Intentional self-harm by knife, initial encounter","SuicideIdeationOrAttempt"
"X78.1XXD","Intentional self-harm by knife, subsequent encounter","SuicideIdeationOrAttempt"
"X78.1XXS","Intentional self-harm by knife, sequela","SuicideIdeationOrAttempt"
"X78.8XXA","Intentional self-harm by other sharp object, initial encounter","SuicideIdeationOrAttempt"
"X78.8XXD","Intentional self-harm by other sharp object, subsequent encounter","SuicideIdeationOrAttempt"
"X78.8XXS","Intentional self-harm by other sharp object, sequela","SuicideIdeationOrAttempt"
"X78.9XXA","Intentional self-harm by unspecified sharp object, initial encounter","SuicideIdeationOrAttempt"
"X78.9XXD","Intentional self-harm by unspecified sharp object, subsequent encounter","SuicideIdeationOrAttempt"
"X78.9XXS","Intentional self-harm by unspecified sharp object, sequela","SuicideIdeationOrAttempt"
"X79.XXXA","Intentional self-harm by blunt object, initial encounter","SuicideIdeationOrAttempt"
"X79.XXXS","Intentional self-harm by blunt object, sequela","SuicideIdeationOrAttempt"
"X80.XXXA","Intentional self-harm by jumping from a high place, initial encounter","SuicideIdeationOrAttempt"
"X80.XXXS","Intentional self-harm by jumping from a high place, sequela","SuicideIdeationOrAttempt"
"X81.0XXA","Intentional self-harm by jumping or lying in front of motor vehicle, initial encounter","SuicideIdeationOrAttempt"
"X82.0XXA","Intentional collision of motor vehicle with other motor vehicle, initial encounter","SuicideIdeationOrAttempt"
"X82.0XXD","Intentional collision of motor vehicle with other motor vehicle, subsequent encounter","SuicideIdeationOrAttempt"
"X82.2XXA","Intentional collision of motor vehicle with tree, initial encounter","SuicideIdeationOrAttempt"
"X82.8XXA","Other intentional self-harm by crashing of motor vehicle, initial encounter","SuicideIdeationOrAttempt"
"X82.8XXD","Other intentional self-harm by crashing of motor vehicle, subsequent encounter","SuicideIdeationOrAttempt"
"X83.0XXA","Intentional self-harm by crashing of aircraft, initial encounter","SuicideIdeationOrAttempt"
"X83.2XXA","Intentional self-harm by exposure to extremes of cold, initial encounter","SuicideIdeationOrAttempt"
"X83.2XXD","Intentional self-harm by exposure to extremes of cold, subsequent encounter","SuicideIdeationOrAttempt"
"X83.8XXA","Intentional self-harm by other specified means, initial encounter","SuicideIdeationOrAttempt"
"X83.8XXD","Intentional self-harm by other specified means, subsequent encounter","SuicideIdeationOrAttempt"
"X83.8XXS","Intentional self-harm by other specified means, sequela","SuicideIdeationOrAttempt"
"Y22.XXXA","Handgun discharge, undetermined intent, initial encounter","SuicideIdeationOrAttempt"
"Y22.XXXD","Handgun discharge, undetermined intent, subsequent encounter","SuicideIdeationOrAttempt"
"Y22.XXXS","Handgun discharge, undetermined intent, sequela","SuicideIdeationOrAttempt"
"Y23.0XXA","Shotgun discharge, undetermined intent, initial encounter","SuicideIdeationOrAttempt"
"Y23.2XXS","Military firearm discharge, undetermined intent, sequela","SuicideIdeationOrAttempt"
"Y23.3XXD","Machine gun discharge, undetermined intent, subsequent encounter","SuicideIdeationOrAttempt"
"Y23.8XXS","Other larger firearm discharge, undetermined intent, sequela","SuicideIdeationOrAttempt"
"Y23.9XXA","Unspecified larger firearm discharge, undetermined intent, initial encounter","SuicideIdeationOrAttempt"
"Y23.9XXD","Unspecified larger firearm discharge, undetermined intent, subsequent encounter","SuicideIdeationOrAttempt"
"Y24.0XXA","Airgun discharge, undetermined intent, initial encounter","SuicideIdeationOrAttempt"
"Y24.0XXS","Airgun discharge, undetermined intent, sequela","SuicideIdeationOrAttempt"
"Y24.8XXA","Other firearm discharge, undetermined intent, initial encounter","SuicideIdeationOrAttempt"
"Y24.8XXD","Other firearm discharge, undetermined intent, subsequent encounter","SuicideIdeationOrAttempt"
"Y24.8XXS","Other firearm discharge, undetermined intent, sequela","SuicideIdeationOrAttempt"
"Y24.9XXA","Unspecified firearm discharge, undetermined intent, initial encounter","SuicideIdeationOrAttempt"
"Y24.9XXS","Unspecified firearm discharge, undetermined intent, sequela","SuicideIdeationOrAttempt"
"Y25.XXXA","Contact with explosive material, undetermined intent, initial encounter","SuicideIdeationOrAttempt"
"Y25.XXXS","Contact with explosive material, undetermined intent, sequela","SuicideIdeationOrAttempt"
"Y26.XXXA","Exposure to smoke, fire and flames, undetermined intent, initial encounter","SuicideIdeationOrAttempt"
"Y26.XXXD","Exposure to smoke, fire and flames, undetermined intent, subsequent encounter","SuicideIdeationOrAttempt"
"Y26.XXXS","Exposure to smoke, fire and flames, undetermined intent, sequela","SuicideIdeationOrAttempt"
"Y27.0XXS","Contact with steam and hot vapors, undetermined intent, sequela","SuicideIdeationOrAttempt"
"Y27.2XXA","Contact with hot fluids, undetermined intent, initial encounter","SuicideIdeationOrAttempt"
"Y27.3XXA","Contact with hot household appliance, undetermined intent, initial encounter","SuicideIdeationOrAttempt"
"Y27.8XXA","Contact with other hot objects, undetermined intent, initial encounter","SuicideIdeationOrAttempt"
"Y27.8XXD","Contact with other hot objects, undetermined intent, subsequent encounter","SuicideIdeationOrAttempt"
"Y27.9XXA","Contact with unspecified hot objects, undetermined intent, initial encounter","SuicideIdeationOrAttempt"
"Y28.0XXA","Contact with sharp glass, undetermined intent, initial encounter","SuicideIdeationOrAttempt"
"Y28.1XXA","Contact with knife, undetermined intent, initial encounter","SuicideIdeationOrAttempt"
"Y28.1XXD","Contact with knife, undetermined intent, subsequent encounter","SuicideIdeationOrAttempt"
"Y28.2XXA","Contact with sword or dagger, undetermined intent, initial encounter","SuicideIdeationOrAttempt"
"Y28.8XXA","Contact with other sharp object, undetermined intent, initial encounter","SuicideIdeationOrAttempt"
"Y28.8XXD","Contact with other sharp object, undetermined intent, subsequent encounter","SuicideIdeationOrAttempt"
"Y28.8XXS","Contact with other sharp object, undetermined intent, sequela","SuicideIdeationOrAttempt"
"Y28.9XXA","Contact with unspecified sharp object, undetermined intent, initial encounter","SuicideIdeationOrAttempt"
"Y28.9XXD","Contact with unspecified sharp object, undetermined intent, subsequent encounter","SuicideIdeationOrAttempt"
"Y29.XXXA","Contact with blunt object, undetermined intent, initial encounter","SuicideIdeationOrAttempt"
"Y29.XXXD","Contact with blunt object, undetermined intent, subsequent encounter","SuicideIdeationOrAttempt"
"Y29.XXXS","Contact with blunt object, undetermined intent, sequela","SuicideIdeationOrAttempt"
"Y30.XXXA","Falling, jumping or pushed from a high place, undetermined intent, initial encounter","SuicideIdeationOrAttempt"
"Y30.XXXD","Falling, jumping or pushed from a high place, undetermined intent, subsequent encounter","SuicideIdeationOrAttempt"
"Y30.XXXS","Falling, jumping or pushed from a high place, undetermined intent, sequela","SuicideIdeationOrAttempt"
"Y31.XXXA","Falling, lying or running before or into moving object, undetermined intent, initial encounter","SuicideIdeationOrAttempt"
"Y31.XXXD","Falling, lying or running before or into moving object, undetermined intent, subsequent encounter","SuicideIdeationOrAttempt"
"Y31.XXXS","Falling, lying or running before or into moving object, undetermined intent, sequela","SuicideIdeationOrAttempt"
"Y32.XXXA","Crashing of motor vehicle, undetermined intent, initial encounter","SuicideIdeationOrAttempt"
"Y32.XXXD","Crashing of motor vehicle, undetermined intent, subsequent encounter","SuicideIdeationOrAttempt"
"Y32.XXXS","Crashing of motor vehicle, undetermined intent, sequela","SuicideIdeationOrAttempt"
"Y33.XXXA","Other specified events, undetermined intent, initial encounter","SuicideIdeationOrAttempt"
"Y33.XXXD","Other specified events, undetermined intent, subsequent encounter","SuicideIdeationOrAttempt"
"Y33.XXXS","Other specified events, undetermined intent, sequela","SuicideIdeationOrAttempt"
"Z91.5","Personal history of self-harm","SuicideIdeationOrAttempt"
"S02.0XXA","Fracture of vault of skull, initial encounter for closed fracture","TBI"
"S02.0XXB","Fracture of vault of skull, initial encounter for open fracture","TBI"
"S02.0XXD","Fracture of vault of skull, subsequent encounter for fracture with routine healing","TBI"
"S02.0XXG","Fracture of vault of skull, subsequent encounter for fracture with delayed healing","TBI"
"S02.0XXK","Fracture of vault of skull, subsequent encounter for fracture with nonunion","TBI"
"S02.0XXS","Fracture of vault of skull, sequela","TBI"
"S02.110A","TYPE I OCCIPITAL CONDYLE FRACTURE, INITIAL ENCOUNTER FOR CLOSED FRACTURE","TBI"
"S02.110B","TYPE I OCCIPITAL CONDYLE FRACTURE, INITIAL ENCOUNTER FOR OPEN FRACTURE","TBI"
"S02.110D","TYPE I OCCIPITAL CONDYLE FRACTURE, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH ROUTINE HEALING","TBI"
"S02.110G","TYPE I OCCIPITAL CONDYLE FRACTURE, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH DELAYED HEALING","TBI"
"S02.110K","TYPE I OCCIPITAL CONDYLE FRACTURE, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH NONUNION","TBI"
"S02.110S","TYPE I OCCIPITAL CONDYLE FRACTURE, SEQUELA","TBI"
"S02.111A","TYPE II OCCIPITAL CONDYLE FRACTURE, INITIAL ENCOUNTER FOR CLOSED FRACTURE","TBI"
"S02.111B","TYPE II OCCIPITAL CONDYLE FRACTURE, INITIAL ENCOUNTER FOR OPEN FRACTURE","TBI"
"S02.111D","TYPE II OCCIPITAL CONDYLE FRACTURE, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH ROUTINE HEALING","TBI"
"S02.111G","TYPE II OCCIPITAL CONDYLE FRACTURE, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH DELAYED HEALING","TBI"
"S02.111K","TYPE II OCCIPITAL CONDYLE FRACTURE, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH NONUNION","TBI"
"S02.111S","TYPE II OCCIPITAL CONDYLE FRACTURE, SEQUELA","TBI"
"S02.112A","TYPE III OCCIPITAL CONDYLE FRACTURE, INITIAL ENCOUNTER FOR CLOSED FRACTURE","TBI"
"S02.112B","TYPE III OCCIPITAL CONDYLE FRACTURE, INITIAL ENCOUNTER FOR OPEN FRACTURE","TBI"
"S02.112D","TYPE III OCCIPITAL CONDYLE FRACTURE, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH ROUTINE HEALING","TBI"
"S02.112G","TYPE III OCCIPITAL CONDYLE FRACTURE, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH DELAYED HEALING","TBI"
"S02.112K","TYPE III OCCIPITAL CONDYLE FRACTURE, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH NONUNION","TBI"
"S02.112S","TYPE III OCCIPITAL CONDYLE FRACTURE, SEQUELA","TBI"
"S02.113A","Unspecified occipital condyle fracture, initial encounter for closed fracture","TBI"
"S02.113B","Unspecified occipital condyle fracture, initial encounter for open fracture","TBI"
"S02.113D","Unspecified occipital condyle fracture, subsequent encounter for fracture with routine healing","TBI"
"S02.113G","Unspecified occipital condyle fracture, subsequent encounter for fracture with delayed healing","TBI"
"S02.113K","Unspecified occipital condyle fracture, subsequent encounter for fracture with nonunion","TBI"
"S02.113S","Unspecified occipital condyle fracture, sequela","TBI"
"S02.118A","OTHER FRACTURE OF OCCIPUT, INITIAL ENCOUNTER FOR CLOSED FRACTURE","TBI"
"S02.118B","OTHER FRACTURE OF OCCIPUT, INITIAL ENCOUNTER FOR OPEN FRACTURE","TBI"
"S02.118D","OTHER FRACTURE OF OCCIPUT, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH ROUTINE HEALING","TBI"
"S02.118G","OTHER FRACTURE OF OCCIPUT, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH DELAYED HEALING","TBI"
"S02.118K","OTHER FRACTURE OF OCCIPUT, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH NONUNION","TBI"
"S02.118S","OTHER FRACTURE OF OCCIPUT, SEQUELA","TBI"
"S02.119A","Unspecified fracture of occiput, initial encounter for closed fracture","TBI"
"S02.119B","Unspecified fracture of occiput, initial encounter for open fracture","TBI"
"S02.119D","Unspecified fracture of occiput, subsequent encounter for fracture with routine healing","TBI"
"S02.119G","Unspecified fracture of occiput, subsequent encounter for fracture with delayed healing","TBI"
"S02.119K","Unspecified fracture of occiput, subsequent encounter for fracture with nonunion","TBI"
"S02.119S","Unspecified fracture of occiput, sequela","TBI"
"S02.19XA","Other fracture of base of skull, initial encounter for closed fracture","TBI"
"S02.19XB","Other fracture of base of skull, initial encounter for open fracture","TBI"
"S02.19XD","Other fracture of base of skull, subsequent encounter for fracture with routine healing","TBI"
"S02.19XG","Other fracture of base of skull, subsequent encounter for fracture with delayed healing","TBI"
"S02.19XK","Other fracture of base of skull, subsequent encounter for fracture with nonunion","TBI"
"S02.19XS","Other fracture of base of skull, sequela","TBI"
"S02.91XA","Unspecified fracture of skull, initial encounter for closed fracture","TBI"
"S02.91XB","Unspecified fracture of skull, initial encounter for open fracture","TBI"
"S02.91XD","Unspecified fracture of skull, subsequent encounter for fracture with routine healing","TBI"
"S02.91XG","Unspecified fracture of skull, subsequent encounter for fracture with delayed healing","TBI"
"S02.91XK","Unspecified fracture of skull, subsequent encounter for fracture with nonunion","TBI"
"S02.91XS","Unspecified fracture of skull, sequela","TBI"
"S02.92XA","Unspecified fracture of facial bones, initial encounter for closed fracture","TBI"
"S02.92XB","Unspecified fracture of facial bones, initial encounter for open fracture","TBI"
"S02.92XD","Unspecified fracture of facial bones, subsequent encounter for fracture with routine healing","TBI"
"S02.92XG","Unspecified fracture of facial bones, subsequent encounter for fracture with delayed healing","TBI"
"S02.92XK","Unspecified fracture of facial bones, subsequent encounter for fracture with nonunion","TBI"
"S02.92XS","Unspecified fracture of facial bones, sequela","TBI"
"S04.02XA","Injury of optic chiasm, initial encounter","TBI"
"S04.02XD","Injury of optic chiasm, subsequent encounter","TBI"
"S04.02XS","Injury of optic chiasm, sequela","TBI"
"S04.031A","INJURY OF OPTIC TRACT AND PATHWAYS, RIGHT EYE, INITIAL ENCOUNTER","TBI"
"S04.031D","INJURY OF OPTIC TRACT AND PATHWAYS, RIGHT EYE, SUBSEQUENT ENCOUNTER","TBI"
"S04.031S","INJURY OF OPTIC TRACT AND PATHWAYS, RIGHT EYE, SEQUELA","TBI"
"S04.032A","INJURY OF OPTIC TRACT AND PATHWAYS, LEFT EYE, INITIAL ENCOUNTER","TBI"
"S04.032D","INJURY OF OPTIC TRACT AND PATHWAYS, LEFT EYE, SUBSEQUENT ENCOUNTER","TBI"
"S04.032S","INJURY OF OPTIC TRACT AND PATHWAYS, LEFT EYE, SEQUELA","TBI"
"S04.039A","INJURY OF OPTIC TRACT AND PATHWAYS, UNSPECIFIED EYE, INITIAL ENCOUNTER","TBI"
"S04.039D","INJURY OF OPTIC TRACT AND PATHWAYS, UNSPECIFIED EYE, SUBSEQUENT ENCOUNTER","TBI"
"S04.039S","INJURY OF OPTIC TRACT AND PATHWAYS, UNSPECIFIED EYE, SEQUELA","TBI"
"S04.041A","INJURY OF VISUAL CORTEX, RIGHT EYE, INITIAL ENCOUNTER","TBI"
"S04.041D","INJURY OF VISUAL CORTEX, RIGHT EYE, SUBSEQUENT ENCOUNTER","TBI"
"S04.041S","INJURY OF VISUAL CORTEX, RIGHT EYE, SEQUELA","TBI"
"S04.042A","INJURY OF VISUAL CORTEX, LEFT EYE, INITIAL ENCOUNTER","TBI"
"S04.042D","INJURY OF VISUAL CORTEX, LEFT EYE, SUBSEQUENT ENCOUNTER","TBI"
"S04.042S","INJURY OF VISUAL CORTEX, LEFT EYE, SEQUELA","TBI"
"S04.049A","INJURY OF VISUAL CORTEX, UNSPECIFIED EYE, INITIAL ENCOUNTER","TBI"
"S04.049D","INJURY OF VISUAL CORTEX, UNSPECIFIED EYE, SUBSEQUENT ENCOUNTER","TBI"
"S04.049S","INJURY OF VISUAL CORTEX, UNSPECIFIED EYE, SEQUELA","TBI"
"S06.0X0A","Concussion without loss of consciousness, initial encounter","TBI"
"S06.0X0D","Concussion without loss of consciousness, subsequent encounter","TBI"
"S06.0X0S","Concussion without loss of consciousness, sequela","TBI"
"S06.0X1A","Concussion with loss of consciousness of 30 minutes or less, initial encounter","TBI"
"S06.0X1D","Concussion with loss of consciousness of 30 minutes or less, subsequent encounter","TBI"
"S06.0X1S","Concussion with loss of consciousness of 30 minutes or less, sequela","TBI"
"S06.0X9A","Concussion with loss of consciousness of unspecified duration, initial encounter","TBI"
"S06.0X9D","Concussion with loss of consciousness of unspecified duration, subsequent encounter","TBI"
"S06.0X9S","Concussion with loss of consciousness of unspecified duration, sequela","TBI"
"S06.1X0A","Traumatic cerebral edema without loss of consciousness, initial encounter","TBI"
"S06.1X0D","Traumatic cerebral edema without loss of consciousness, subsequent encounter","TBI"
"S06.1X0S","Traumatic cerebral edema without loss of consciousness, sequela","TBI"
"S06.1X1A","Traumatic cerebral edema with loss of consciousness of 30 minutes or less, initial encounter","TBI"
"S06.1X1D","Traumatic cerebral edema with loss of consciousness of 30 minutes or less, subsequent encounter","TBI"
"S06.1X1S","Traumatic cerebral edema with loss of consciousness of 30 minutes or less, sequela","TBI"
"S06.1X2A","Traumatic cerebral edema with loss of consciousness of 31 minutes to 59 minutes, initial encounter","TBI"
"S06.1X2D","Traumatic cerebral edema with loss of consciousness of 31 minutes to 59 minutes, subsequent encounter","TBI"
"S06.1X2S","Traumatic cerebral edema with loss of consciousness of 31 minutes to 59 minutes, sequela","TBI"
