"ICD9Code","ICD9Description","Comorbidity"
"803.00","OTHER CLOSED SKULL FRACTURE WITHOUT MENTION OF INTRACRANIAL INJURY, WITH STATE OF CONSCIOUSNESS UNSPECIFIED","TBI"
"803.01","OTHER CLOSED SKULL FRACTURE WITHOUT MENTION OF INTRACRANIAL INJURY, WITH NO LOSS OF CONSCIOUSNESS","TBI"
"803.02","OTHER CLOSED SKULL FRACTURE WITHOUT MENTION OF INTRACRANIAL INJURY, WITH BRIEF (LESS THAN ONE HOUR) LOSS OF CONSCIOUSNESS","TBI"
"803.03","OTHER CLOSED SKULL FRACTURE WITHOUT MENTION OF INTRACRANIAL INJURY, WITH MODERATE (1-24 HOURS) LOSS OF CONSCIOUSNESS","TBI"
"803.04","OTHER CLOSED SKULL FRACTURE WITHOUT MENTION OF INTRACRANIAL INJURY, WITH PROLONGED (MORE THAN 24 HOURS) LOSS OF CONSCIOUS-","TBI"
"803.05","OTHER CLOSED SKULL FRACTURE WITHOUT MENTION OF INTRACRANIAL INJURY, WITH PROLONGED (MORE THAN 24 HOURS) LOSS OF CONSCIOUS-","TBI"
"803.06","OTHER CLOSED SKULL FRACTURE WITHOUT MENTION OF INTRACRANIAL INJURY, WITH LOSS OF CONSCIOUSNESS OF UNSPECIFIED DURATION","TBI"
"803.09","OTHER CLOSED SKULL FRACTURE WITHOUT MENTION OF INTRACRANIAL INJURY, WITH CONCUSSION, UNSPECIFIED","TBI"
"803.10","OTHER CLOSED SKULL FRACTURE WITH CEREBRAL LACERATION AND CONTUSION, WITH STATE OF CONSCIOUSNESS UNSPECIFIED","TBI"
"803.11","OTHER CLOSED SKULL FRACTURE WITH CEREBRAL LACERATION AND CONTUSION, WITH NO LOSS OF CONSCIOUSNESS","TBI"
"803.12","OTHER CLOSED SKULL FRACTURE WITH CEREBRAL LACERATION AND CONTUSION, WITH BRIEF (LESS THAN ONE HOUR) LOSS OF","TBI"
"803.13","OTHER CLOSED SKULL FRACTURE WITH CEREBRAL LACERATION AND CONTUSION, WITH MODERATE (1-24 HOURS) LOSS OF CONSCIOUSNESS","TBI"
"803.14","OTHER CLOSED SKULL FRACTURE WITH CEREBRAL LACERATION AND CONTUSION, WITH PROLONGED (MORE THAN 24 HOURS) LOSS OF","TBI"
"803.15","OTHER CLOSED SKULL FRACTURE WITH CEREBRAL LACERATION AND CONTUSION, WITH PROLONGED (MORE THAN 24 HOURS) LOSS OF","TBI"
"803.16","OTHER CLOSED SKULL FRACTURE WITH CEREBRAL LACERATION AND CONTUSION, WITH LOSS OF CONSCIOUSNESS OF UNSPECIFIED DURATION","TBI"
"803.19","OTHER CLOSED SKULL FRACTURE WITH CEREBRAL LACERATION AND CONTUSION, WITH CONCUSSION, UNSPECIFIED","TBI"
"803.20","OTHER CLOSED SKULL FRACTURE WITH SUBARACHNOID, SUBDURAL, AND EXTRADURAL HEMORRHAGE, WITH STATE OF CONSCIOUSNESS","TBI"
"803.21","OTHER CLOSED SKULL FRACTURE WITH SUBARACHNOID, SUBDURAL, AND EXTRADURAL HEMORRHAGE, WITH NO LOSS OF CONSCIOUSNESS","TBI"
"803.22","OTHER CLOSED SKULL FRACTURE WITH SUBARACHNOID, SUBDURAL, AND EXTRADURAL HEMORRHAGE, WITH BRIEF (LESS THAN ONE HOUR)","TBI"
"803.23","OTHER CLOSED SKULL FRACTURE WITH SUBARACHNOID, SUBDURAL, AND EXTRADURAL HEMORRHAGE, WITH MODERATE (1-24 HOURS)","TBI"
"803.24","OTHER CLOSED SKULL FRACTURE WITH SUBARACHNOID, SUBDURAL, AND EXTRADURAL HEMORRHAGE, WITH PROLONGED (MORE THAN 24","TBI"
"803.25","OTHER CLOSED SKULL FRACTURE WITH SUBARACHNOID, SUBDURAL, AND EXTRADURAL HEMORRHAGE, WITH PROLONGED (MORE THAN 24","TBI"
"803.26","OTHER CLOSED SKULL FRACTURE WITH SUBARACHNOID, SUBDURAL, AND EXTRADURAL HEMORRHAGE, WITH LOSS OF CONSCIOUSNESS OF","TBI"
"803.29","OTHER CLOSED SKULL FRACTURE WITH SUBARACHNOID, SUBDURAL, AND EXTRADURAL HEMORRHAGE, WITH CONCUSSION, UNSPECIFIED","TBI"
"803.30","OTHER CLOSED SKULL FRACTURE WITH OTHER AND UNSPECIFIED INTRACRANIAL HEMORRHAGE, WITH STATE OF UNCONSCIOUSNESS","TBI"
"803.31","OTHER CLOSED SKULL FRACTURE WITH OTHER AND UNSPECIFIED INTRACRANIAL HEMORRHAGE, WITH NO LOSS OF CONSCIOUSNESS","TBI"
"803.32","OTHER CLOSED SKULL FRACTURE WITH OTHER AND UNSPECIFIED INTRACRANIAL HEMORRHAGE, WITH BRIEF (LESS THAN ONE HOUR)","TBI"
"803.33","OTHER CLOSED SKULL FRACTURE WITH OTHER AND UNSPECIFIED INTRACRANIAL HEMORRHAGE, WITH MODERATE (1-24 HOURS) LOSS","TBI"
"803.34","OTHER CLOSED SKULL FRACTURE WITH OTHER AND UNSPECIFIED INTRACRANIAL HEMORRHAGE, WITH PROLONGED (MORE THAN 24","TBI"
"803.35","OTHER CLOSED SKULL FRACTURE WITH OTHER AND UNSPECIFIED INTRACRANIAL HEMORRHAGE, WITH PROLONGED (MORE THAN 24","TBI"
"803.36","OTHER CLOSED SKULL FRACTURE WITH OTHER AND UNSPECIFIED INTRACRANIAL HEMORRHAGE, WITH LOSS OF CONSCIOUSNESS OF","TBI"
"803.39","OTHER CLOSED SKULL FRACTURE WITH OTHER AND UNSPECIFIED INTRACRANIAL HEMORRHAGE, WITH CONCUSSION, UNSPECIFIED","TBI"
"803.40","OTHER CLOSED SKULL FRACTURE WITH INTRACRANIAL INJURY OF OTHER AND UNSPECIFIED NATURE, WITH STATE OF CONSCIOUSNESS","TBI"
"803.41","OTHER CLOSED SKULL FRACTURE WITH INTRACRANIAL INJURY OF OTHER AND UNSPECIFIED NATURE, WITH NO LOSS OF CONSCIOUSNESS","TBI"
"803.42","OTHER CLOSED SKULL FRACTURE WITH INTRACRANIAL INJURY OF OTHER AND UNSPECIFIED NATURE, WITH BRIEF (LESS THAN ONE HOUR) LOSS","TBI"
"803.43","OTHER CLOSED SKULL FRACTURE WITH INTRACRANIAL INJURY OF OTHER AND UNSPECIFIED NATURE, WITH MODERATE (1-24 HOURS) LOSS OF","TBI"
"803.44","OTHER CLOSED SKULL FRACTURE WITH INTRACRANIAL INJURY OF OTHER AND UNSPECIFIED NATURE, WITH PROLONGED (MORE THAN 24 HOURS)","TBI"
"803.45","OTHER SITE OF CLOSED SKULL FRACTURE WITH INTRACRANIAL INJURY OF OTHER AND UNSPECIFIED NATURE, WITH PROLONGED (MORE THAN 24","TBI"
"803.46","OTHER SITE OF CLOSED SKULL FRACTURE WITH INTRACRANIAL INJURY OF OTHER AND UNSPECIFIED NATURE, WITH LOSS OF CONSCIOUSNESS OF","TBI"
"803.49","OTHER SITE OF CLOSED SKULL FRACTURE WITH INTRACRANIAL INJURY OF OTHER AND UNSPECIFIED NATURE, WITH CONCUSSION, UNSPECIFIED","TBI"
"803.50","OTHER OPEN SKULL FRACTURE WITHOUT MENTION OF INJURY, WITH STATE OF CONSCIOUSNESS UNSPECIFIED","TBI"
"803.51","OTHER OPEN SKULL FRACTURE WITHOUT MENTION OF INTRACRANIAL INJURY, WITH NO LOSS OF CONSCIOUSNESS","TBI"
"803.52","OTHER OPEN SKULL FRACTURE WITHOUT MENTION OF INTRACRANIAL INJURY, WITH BRIEF (LESS THAN ONE HOUR) LOSS OF CONSCIOUSNESS","TBI"
"803.53","OTHER OPEN SKULL FRACTURE WITHOUT MENTION OF INTRACRANIAL INJURY, WITH MODERATE (1-24 HOURS) LOSS OF CONSCIOUSNESS","TBI"
"803.54","OTHER OPEN SKULL FRACTURE WITHOUT MENTION OF INTRACRANIAL INJURY, WITH PROLONGED (MORE THAN 24 HOURS) LOSS OF CONSCIOUS-","TBI"
"803.55","OTHER OPEN SKULL FRACTURE WITHOUT MENTION OF INTRACRANIAL INJURY, WITH PROLONGED (MORE THAN 24 HOURS) LOSS OF CONSCIOUS-","TBI"
"803.56","OTHER OPEN SKULL FRACTURE WITHOUT MENTION OF INTRACRANIAL INJURY, WITH LOSS OF CONSCIOUSNESS OF UNSPECIFIED DURATION","TBI"
"803.59","OTHER OPEN SKULL FRACTURE WITHOUT MENTION OF INTRACRANIAL INJURY, WITH CONCUSSION, UNSPECIFIED","TBI"
"803.60","OTHER OPEN SKULL FRACTURE WITH CEREBRAL LACERATION AND CONTUSION, WITH STATE OF CONSCIOUSNESS UNSPECIFIED","TBI"
"803.61","OTHER OPEN SKULL FRACTURE WITH CEREBRAL LACERATION AND CONTUSION, WITH NO LOSS OF CONSCIOUSNESS","TBI"
"803.62","OTHER OPEN SKULL FRACTURE WITH CEREBRAL LACERATION AND CONTUSION, WITH BRIEF (LESS THAN ONE HOUR) LOSS OF","TBI"
"803.63","OTHER OPEN SKULL FRACTURE WITH CEREBRAL LACERATION AND CONTUSION, WITH MODERATE (1-24 HOURS) LOSS OF CONSCIOUSNESS","TBI"
"803.64","OTHER OPEN SKULL FRACTURE WITH CEREBRAL LACERATION AND CONTUSION, WITH PROLONGED (MORE THAN 24 HOURS) LOSS OF","TBI"
"803.65","OTHER OPEN SKULL FRACTURE WITH CEREBRAL LACERATION AND CONTUSION, WITH PROLONGED (MORE THAN 24 HOURS) LOSS OF","TBI"
"803.66","OTHER OPEN SKULL FRACTURE WITH CEREBRAL LACERATION AND CONTUSION, WITH LOSS OF CONSCIOUSNESS OF UNSPECIFIED DURATION","TBI"
"803.69","OTHER OPEN SKULL FRACTURE WITH CEREBRAL LACERATION AND CONTUSION, WITH CONCUSSION, UNSPECIFIED","TBI"
"803.70","OTHER OPEN SKULL FRACTURE WITH SUBARACHNOID, SUBDURAL, AND EXTRADURAL HEMORRHAGE, WITH STATE OF CONSCIOUSNESS UNSPECIFIED","TBI"
"803.71","OTHER OPEN SKULL FRACTURE WITH SUBARACHNOID, SUBDURAL, AND EXTRADURAL HEMORRHAGE, WITH NO LOSS OF CONSCIOUSNESS","TBI"
"803.72","OTHER OPEN SKULL FRACTURE WITH SUBARACHNOID, SUBDURAL, AND EXTRADURAL HEMORRHAGE, WITH BRIEF (LESS THAN ONE HOUR)","TBI"
"803.73","OTHER OPEN SKULL FRACTURE WITH SUBARACHNOID, SUBDURAL, AND EXTRADURAL HEMORRHAGE, WITH MODERATE (1-24 HOURS) LOSS OF","TBI"
"803.74","OTHER OPEN SKULL FRACTURE WITH SUBARACHNOID, SUBDURAL, AND EXTRADURAL HEMORRHAGE, WITH PROLONGED (MORE THAN 24 HOURS)","TBI"
"803.75","OTHER OPEN SKULL FRACTURE WITH SUBARACHNOID, SUBDURAL, AND EXTRADURAL HEMORRHAGE, WITH PROLONGED (MORE THAN 24 HOURS)","TBI"
"803.76","OTHER OPEN SKULL FRACTURE WITH SUBARACHNOID, SUBDURAL, AND EXTRADURAL HEMORRHAGE, WITH LOSS OF CONSCIOUSNESS OF","TBI"
"803.79","OTHER OPEN SKULL FRACTURE WITH SUBARACHNOID, SUBDURAL, AND EXTRADURAL HEMORRHAGE, WITH CONCUSSION, UNSPECIFIED","TBI"
"803.80","OTHER OPEN SKULL FRACTURE WITH OTHER AND UNSPECIFIED INTRA- CRANIAL HEMORRHAGE, WITH STATE OF CONSCIOUSNESS UNSPECIFIED","TBI"
"803.81","OTHER OPEN SKULL FRACTURE WITH OTHER AND UNSPECIFIED INTRA- CRANIAL HEMORRHAGE, WITH NO LOSS OF CONSCIOUSNESS","TBI"
"803.82","OTHER OPEN SKULL FRACTURE WITH OTHER AND UNSPECIFIED INTRA- CRANIAL HEMORRHAGE, WITH BRIEF (LESS THAN ONE HOUR) LOSS OF","TBI"
"803.83","OTHER OPEN SKULL FRACTURE WITH OTHER AND UNSPECIFIED INTRA- CRANIAL HEMORRHAGE, WITH MODERATE (1-24 HOURS) LOSS OF","TBI"
"803.84","OTHER OPEN SKULL FRACTURE WITH OTHER AND UNSPECIFIED INTRA- CRANIAL HEMORRHAGE, WITH PROLONGED (MORE THAN 24 HOURS) LOSS","TBI"
"803.85","OTHER OPEN SKULL FRACTURE WITH OTHER AND UNSPECIFIED INTRA- CRANIAL HEMORRHAGE, WITH PROLONGED (MORE THAN 24 HOURS) LOSS","TBI"
"803.86","OTHER OPEN SKULL FRACTURE WITH OTHER AND UNSPECIFIED INTRA- CRANIAL HEMORRHAGE, WITH LOSS OF CONSCIOUSNESS OF UNSPECIFIED","TBI"
"803.89","OTHER OPEN SKULL FRACTURE WITH OTHER AND UNSPECIFIED INTRA- CRANIAL HEMORRHAGE, WITH CONCUSSION, UNSPECIFIED","TBI"
"803.90","OTHER OPEN SKULL FRACTURE WITH INTRACRANIAL INJURY OF OTHER AND UNSPECIFIED NATURE, WITH STATE OF CONSCIOUSNESS","TBI"
"803.91","OTHER OPEN SKULL FRACTURE WITH INTRACRANIAL INJURY OF OTHER AND UNSPECIFIED NATURE, WITH NO LOSS OF CONSCIOUSNESS","TBI"
"803.92","OTHER OPEN SKULL FRACTURE WITH INTRACRANIAL INJURY OF OTHER AND UNSPECIFIED NATURE, WITH BRIEF (LESS THAN ONE HOUR) LOSS","TBI"
"803.93","OTHER OPEN SKULL FRACTURE WITH INTRACRANIAL INJURY OF OTHER AND UNSPECIFIED NATURE, WITH MODERATE (1-24 HOURS) LOSS OF","TBI"
"803.94","OTHER OPEN SKULL FRACTURE WITH INTRACRANIAL INJURY OF OTHER AND UNSPECIFIED NATURE, WITH PROLONGED (MORE THAN 24 HOURS)","TBI"
"803.95","OTHER OPEN SKULL FRACTURE WITH INTRACRANIAL INJURY OF OTHER AND UNSPECIFIED NATURE, WITH PROLONGED (MORE THAN 24 HOURS)","TBI"
"803.96","OTHER OPEN SKULL FRACTURE WITH INTRACRANIAL INJURY OF OTHER AND UNSPECIFIED NATURE, WITH LOSS OF CONSCIOUSNESS OF","TBI"
"803.99","OTHER OPEN SKULL FRACTURE WITH INTRACRANIAL INJURY OF OTHER AND UNSPECIFIED NATURE, WITH CONCUSSION, UNSPECIFIED","TBI"
"804.00","CLOSED FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES, WITHOUT MENTION OF INTRACRANIAL INJURY, WITH STATE OF","TBI"
"804.01","CLOSED FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES, WITHOUT MENTION OF INTRACRANIAL INJURY, WITH NO LOSS OF","TBI"
"804.02","CLOSED FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES, WITHOUT MENTION OF INTRACRANIAL INJURY, WITH BRIEF (LESS THAN","TBI"
"804.03","CLOSED FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES, WITHOUT MENTION OF INTRACRANIAL INJURY, WITH MODERATE (1-24","TBI"
"804.04","CLOSED FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES, WITHOUT MENTION OR INTRACRANIAL INJURY, WITH PROLONGED (MORE","TBI"
"804.05","CLOSED FRACTURES INVOLVING SKULL OF FACE WITH OTHER BONES, WITHOUT MENTION OF INTRACRANIAL INJURY, WITH PROLONGED (MORE","TBI"
"804.06","CLOSED FRACTURES INVOLVING SKULL OF FACE WITH OTHER BONES, WITHOUT MENTION OF INTRACRANIAL INJURY, WITH LOSS OF","TBI"
"804.09","CLOSED FRACTURES INVOLVING SKULL OF FACE WITH OTHER BONES, WITHOUT MENTION OF INTRACRANIAL INJURY, WITH CONCUSSION,","TBI"
"804.10","CLOSED FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES, WITH CEREBRAL LACERATION AND CONTUSION, WITH STATE OF","TBI"
"804.11","CLOSED FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES, WITH CEREBRAL LACERATION AND CONTUSION, WITH NO LOSS OF","TBI"
"804.12","CLOSED FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES, WITH CEREBRAL LACERATION AND CONTUSION, WITH BRIEF (LESS THAN","TBI"
"804.13","CLOSED FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES, WITH CEREBRAL LACERATION AND CONTUSION, WITH MODERATE","TBI"
"804.14","CLOSED FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES, WITH CEREBRAL LACERATION AND CONTUSION, WITH PROLONGED (MORE","TBI"
"804.15","CLOSED FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES, WITH CEREBRAL LACERATION AND CONTUSION, WITH PROLONGED (MORE","TBI"
"804.16","CLOSED FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES, WITH CEREBRAL LACERATION AND CONTUSION, WITH LOSS OF","TBI"
"804.19","CLOSED FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES, WITH CEREBRAL LACERATION AND CONTUSION, WITH CONCUSSION,","TBI"
"804.20","CLOSED FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES WITH SUBARACHNOID, SUBDURAL, AND EXTRADURAL HEMORRHAGE, WITH STATE","TBI"
"804.21","CLOSED FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES WITH SUBARACHNOID, SUBDURAL, AND EXTRADURAL HEMORRHAGE, WITH NO LOSS","TBI"
"804.22","CLOSED FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES WITH SUBARACHNOID, SUBDURAL, AND EXTRADURAL HEMORRHAGE, WITH BRIEF","TBI"
"804.23","CLOSED FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES WITH SUBARACHNOID, SUBDURAL, AND EXTRADURAL HEMORRHAGE, WITH","TBI"
"804.24","CLOSED FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES WITH SUBARACHNOID, SUBDURAL, AND EXTRADURAL HEMORRHAGE, WITH","TBI"
"804.25","CLOSED FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES WITH SUBARACHNOID, SUBDURAL, AND EXTRADURAL HEMORRHAGE, WITH","TBI"
"804.26","CLOSED FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES WITH SUBARACHNOID, SUBDURAL, AND EXTRADURAL HEMORRHAGE, WITH LOSS OF","TBI"
"804.29","CLOSED FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES WITH SUBARACHNOID, SUBDURAL, AND EXTRADURAL HEMORRHAGE, WITH","TBI"
"804.30","CLOSED FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES, WITH OTHER AND UNSPECIFIED INTRACRANIAL HEMORRHAGE, WITH STATE OF","TBI"
"804.31","CLOSED FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES, WITH OTHER AND UNSPECIFIED INTRACRANIAL HEMORRHAGE, WITH NO LOSS OF","TBI"
"804.32","CLOSED FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES, WITH OTHER AND UNSPECIFIED INTRACRANIAL HEMORRHAGE, WITH BRIEF (LESS","TBI"
"804.33","CLOSED FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES, WITH OTHER AND UNSPECIFIED INTRACRANIAL HEMORRHAGE, WITH MODERATE [1-24 HOURS] LOSS OF CONSCIOUSNESS","TBI"
"804.34","CLOSED FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES, WITH OTHER AND UNSPECIFIED INTRACRANIAL HEMORRHAGE, WITH PROLONGED","TBI"
"804.35","CLOSED FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES, WITH OTHER AND UNSPECIFIED INTRACRANIAL HEMORRHAGE, WITH PROLONGED","TBI"
"804.36","CLOSED FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES, WITH OTHER AND UNSPECIFIED INTRACRANIAL HEMORRHAGE, WITH LOSS OF","TBI"
"804.39","CLOSED FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES, WITH OTHER AND UNSPECIFIED INTRACRANIAL HEMORRHAGE, WITH CONCUSSION,","TBI"
"804.40","CLOSED FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES, WITH INTRACRANIAL INJURY OF OTHER AND UNSPECIFIED NATURE, WITH STATE","TBI"
"804.41","CLOSED FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES, WITH INTRACRANIAL INJURY OF OTHER AND UNSPECIFIED NATURE, WITH NO","TBI"
"804.42","CLOSED FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES, WITH INTRACRANIAL INJURY OF OTHER AND UNSPECIFIED NATURE, WITH BRIEF","TBI"
"804.43","CLOSED FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES, WITH INTRACRANIAL INJURY OF OTHER AND UNSPECIFIED NATURE, WITH","TBI"
"804.44","CLOSED FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES, WITH INTRACRANIAL INJURY OF OTHER AND UNSPECIFIED NATURE, WITH","TBI"
"804.45","CLOSED FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES, WITH INTRACRANIAL INJURY OF OTHER AND UNSPECIFIED NATURE, WITH","TBI"
"804.46","CLOSED FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES, WITH INTRACRANIAL INJURY OF OTHER AND UNSPECIFIED NATURE, WITH LOSS","TBI"
"804.49","CLOSED FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES, WITH INTRACRANIAL INJURY OF OTHER AND UNSPECIFIED NATURE, WITH","TBI"
"804.50","OPEN FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES, WITHOUT MENTION OF INTRACRANIAL INJURY, WITH STATE OF","TBI"
"804.51","OPEN FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES, WITHOUT MENTION OF INTRACRANIAL INJURY, WITH NO LOSS OF","TBI"
"804.52","OPEN FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES, WITHOUT MENTION OF INTRACRANIAL INJURY, WITH BRIEF (LESS THAN","TBI"
"804.53","OPEN FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES, WITHOUT MENTION OF INTRACRANIAL INJURY, WITH MODERATE (1-24","TBI"
"804.54","OPEN FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES, WITHOUT MENTION OF INTRACRANIAL INJURY, WITH PROLONGED (MORE","TBI"
"804.55","OPEN FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES, WITHOUT MENTION OF INTRACRANIAL INJURY, WITH PROLONGED (MORE","TBI"
"804.56","OPEN FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES, WITHOUT MENTION OF INTRACRANIAL INJURY, WITH LOSS OF","TBI"
"804.59","OPEN FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES, WITHOUT MENTION OF INTRACRANIAL INJURY, WITH CONCUSSION,","TBI"
"804.60","OPEN FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES, WITH CEREBRAL LACERATION AND CONTUSION, WITH STATE OF CONSCIOUSNESS","TBI"
"804.61","OPEN FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES, WITH CEREBRAL LACERATION AND CONTUSION, WITH NO LOSS OF","TBI"
"804.62","OPEN FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES, WITH CEREBRAL LACERATION AND CONTUSION, WITH BRIEF (LESS THAN ONE","TBI"
"804.63","OPEN FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES, WITH CEREBRAL LACERATION AND CONTUSION, WITH MODERATE (1-24 HOURS)","TBI"
"804.64","OPEN FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES, WITH CEREBRAL LACERATION AND CONTUSION, WITH PROLONGED (MORE THAN","TBI"
"804.65","OPEN FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES, WITH CEREBRAL LACERATION AND CONTUSION, WITH PROLONGED (MORE THAN 24","TBI"
"804.66","OPEN FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES, WITH CEREBRAL LACERATION AND CONTUSION, WITH LOSS OF CONSCIOUSNESS","TBI"
"804.69","OPEN FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES, WITH CEREBRAL LACERATION AND CONTUSION, WITH CONCUSSION, UNSPECIFIED","TBI"
"804.70","OPEN FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES WITH SUBARACHNOID, SUBDURAL, AND EXTRADURAL HEMORRHAGE, WITH STATE","TBI"
"804.71","OPEN FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES WITH SUBARACHNOID, SUBDURAL, AND EXTRADURAL HEMORRHAGE, WITH NO LOSS","TBI"
"804.72","OPEN FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES WITH SUBARACHNOID, SUBDURAL, AND EXTRADURAL HEMORRHAGE, WITH BRIEF","TBI"
"804.73","OPEN FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES WITH SUBARACHNOID, SUBDURAL, AND EXTRADURAL HEMORRHAGE, WITH","TBI"
"804.74","OPEN FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES WITH SUBARACHNOID, SUBDURAL, AND EXTRADURAL HEMORRHAGE, WITH","TBI"
"804.75","OPEN FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES WITH SUBARACHNOID, SUBDURAL, AND EXTRADURAL HEMORRHAGE, WITH","TBI"
"804.76","OPEN FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES WITH SUBARACHNOID, SUBDURAL, AND EXTRADURAL HEMORRHAGE, WITH LOSS OF","TBI"
"804.79","OPEN FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES WITH SUBARACHNOID, SUBDURAL, AND EXTRADURAL HEMORRHAGE, WITH","TBI"
"804.80","OPEN FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES, WITH OTHER AND UNSPECIFIED INTRACRANIAL HEMORRHAGE, WITH STATE OF","TBI"
"804.81","OPEN FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES, WITH OTHER AND UNSPECIFIED INTRACRANIAL HEMORRHAGE, WITH NO LOSS OF","TBI"
"804.82","OPEN FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES, WITH OTHER AND UNSPECIFIED INTRACRANIAL HEMORRHAGE, WITH BRIEF (LESS","TBI"
"804.83","OPEN FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES, WITH OTHER AND UNSPECIFIED INTRACRANIAL HEMORRHAGE, WITH MODERATE","TBI"
"804.84","OPEN FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES, WITH OTHER AND UNSPECIFIED INTRACRANIAL HEMORRHAGE, WITH PROLONGED","TBI"
"804.85","OPEN FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES, WITH OTHER AND UNSPECIFIED INTRACRANIAL HEMORRHAGE, WITH PROLONGED","TBI"
"804.86","OPEN FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES, WITH OTHER AND UNSPECIFIED INTRACRANIAL HEMORRHAGE, WITH LOSS OF","TBI"
"804.89","OPEN FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES, WITH OTHER AND UNSPECIFIED INTRACRANIAL HEMORRHAGE, WITH CONCUSSION,","TBI"
"804.90","OPEN FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES, WITH INTRACRANIAL INJURY OF OTHER AND UNSPECIFIED NATURE, WITH STATE","TBI"
"804.91","OPEN FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES, WITH INTRACRANIAL INJURY OF OTHER AND UNSPECIFIED NATURE, WITH NO","TBI"
"804.92","OPEN FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES, WITH INTRACRANIAL INJURY OF OTHER AND UNSPECIFIED NATURE, WITH BRIEF","TBI"
"804.93","OPEN FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES, WITH INTRACRANIAL INJURY OF OTHER AND UNSPECIFIED NATURE, WITH","TBI"
